Days,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26
19/10/2018 05:00,199.9716368,513.5556718,1022.923954,2053.617292,1014.205722,1486.210084,994.3885775,2256.388964,484.4058293,185.1545419,285.284079,403.2528087
19/10/2018 06:00,152.0223042,199.9406391,920.1694904,1115.909469,1071.985775,1364.202693,866.1800973,2296.186256,692.7074035,163.8313938,354.4923547,397.7130483
19/10/2018 07:00,191.5485034,242.7649238,1010.794134,1235.77787,918.2788079,1674.041835,948.1397346,1787.902257,735.0100398,106.0594511,511.1369018,392.8295843
19/10/2018 08:00,163.0798056,314.8835252,942.407599,1319.27949,803.9081287,1609.139779,941.566562,1512.41939,452.4584253,204.4091871,411.492219,304.1792323
19/10/2018 09:00,185.6419759,508.5248997,923.9899221,1553.718729,714.8062639,1156.140036,722.9360195,1737.123242,359.3537391,126.0350965,337.2687527,331.9674373
19/10/2018 10:00,182.8599419,506.4815132,923.8929496,1772.0524,677.6338779,1150.488217,705.8900208,1586.180127,596.6886621,125.8377844,390.92107,711.0682716
19/10/2018 11:00,189.3895766,486.7090886,800.2455663,2153.632029,1041.493167,2093.627156,1321.653515,2431.308051,723.7051269,150.8077569,560.5944183,531.8471613
19/10/2018 12:00,407.0738314,694.0761601,1678.95577,2479.924804,1182.453222,1902.233755,1123.6582,2592.097908,602.4383759,207.7420106,686.8551586,275.7505196
19/10/2018 13:00,306.560878,653.2010503,1564.08737,2030.478538,1038.886031,1345.935437,963.7917719,2168.346123,539.8063578,223.5129961,698.6204332,401.852085
19/10/2018 14:00,149.8273383,680.2505951,1417.190243,2266.312497,1015.947109,1550.265518,858.434107,2665.602845,581.7369749,179.9454571,943.4457375,577.2251357
19/10/2018 15:00,227.8030886,829.6881175,1220.417996,2166.642783,1106.23722,1993.924375,1245.53521,2581.25689,409.4613455,142.2574429,927.4813188,557.1039268
19/10/2018 16:00,212.3985194,841.1445139,1210.85402,2491.212781,953.3921968,1805.070531,1386.049887,2628.705929,549.4066017,93.25707675,887.2713538,492.5081182
19/10/2018 17:00,282.1770109,762.3372291,1552.592468,2764.525822,916.9783558,1838.463664,952.2606672,2581.064388,664.7328105,162.114914,719.1154458,530.9803356
19/10/2018 18:00,259.5858684,694.0905325,2229.007356,2545.322965,774.439351,1688.978725,1170.255495,2124.313583,575.4142363,154.0970367,721.2040646,463.7328061
19/10/2018 19:00,439.1750135,369.9346655,2378.797796,1774.925262,786.0230451,1706.760639,1302.106629,2541.101944,627.4226243,156.0450118,613.9017458,511.2837712
19/10/2018 20:00,501.1819703,739.9519401,2392.64541,2086.313193,857.1643308,1616.222016,1167.988443,2037.527821,687.1720068,159.6315881,746.0992176,452.7083234
19/10/2018 21:00,666.1268232,534.7527798,2959.166517,1828.840502,1075.517154,1507.622999,1110.869512,2611.571799,402.0280786,104.720492,662.5334482,630.6036552
19/10/2018 22:00,731.5692967,470.1658655,2370.556426,2259.615755,1147.280495,1381.59221,813.9130035,2482.36285,652.9893495,149.6259197,630.1110922,708.8574713
19/10/2018 23:00,654.3672776,779.6525917,2330.791161,2375.309817,1264.423587,1295.901086,762.0110491,2618.277586,357.0165811,106.3194549,594.794533,699.2707133
20/10/2018 00:00,726.5584706,874.2653834,1996.802834,2307.185806,1260.78485,1276.528756,1085.067483,2273.979937,729.1982549,107.3620315,454.8258512,1220.729567
20/10/2018 01:00,609.3003293,368.6894774,2257.472393,1454.797214,1245.248353,1283.459674,1282.185075,2369.773281,390.1824836,69.27279087,543.6306249,893.216173
20/10/2018 02:00,543.5307296,580.6951615,2334.012795,2122.336539,852.8901227,1313.292383,733.4964644,1583.203945,538.5701915,66.18550491,818.2967373,307.7435616
20/10/2018 03:00,577.2679919,604.5420118,1768.014055,2325.543371,1268.277612,1604.027799,677.1676918,1687.780546,269.2963421,59.74612575,750.0716709,288.0520799
20/10/2018 04:00,870.8895874,466.2364493,2037.096895,2511.102939,1522.439752,910.842556,982.0007848,1926.902858,369.46131,41.13604158,890.911795,296.5619349
20/10/2018 05:00,782.8376369,485.79864,2021.398138,2055.00381,1275.295236,901.0726496,1074.619098,1977.155278,659.9947729,102.007508,929.0137835,418.9341833
20/10/2018 06:00,664.9827325,444.1879345,2140.261884,2073.719285,1155.092568,1273.081444,1265.142941,2111.257923,898.9674488,88.37751381,983.1625895,280.6059243
20/10/2018 07:00,681.6984936,581.4832527,1808.218973,1690.87216,975.8569034,2223.896412,1233.209532,1786.990587,619.9185059,98.66629804,1147.137044,187.2128685
20/10/2018 08:00,579.5074205,564.8190812,1722.621392,1550.436638,816.6118294,2069.521471,1383.276832,1471.982207,655.306395,109.2856616,1346.851846,168.881172
20/10/2018 09:00,1062.421841,412.8898047,2618.166691,1558.639272,920.4243136,1774.383082,1169.403639,2033.034508,733.7174125,99.81899682,1390.5398,173.5270579
20/10/2018 10:00,1428.76749,633.0289823,2846.102185,1750.665666,975.4848586,2059.104617,1093.317964,1851.221533,427.7463127,122.0914001,1275.168801,183.2493881
20/10/2018 11:00,1594.146641,708.9625335,2473.948324,1504.736993,858.8580349,1883.234885,1032.118313,1742.582008,321.1176501,148.3730481,1170.273578,279.0815325
20/10/2018 12:00,1768.57641,661.5260602,2593.861497,1477.22274,903.9023104,1657.506209,1058.909141,1484.681837,338.8536074,192.4327143,942.713667,321.5273641
20/10/2018 13:00,2165.082832,570.9555814,3084.365971,1637.440383,1129.269944,1970.813796,926.542255,1665.057369,342.0799382,176.6240368,950.5586576,313.3537566
20/10/2018 14:00,2198.093223,470.4907345,2943.203775,1727.830282,1041.49291,1383.793757,833.8169828,1567.84531,539.1513579,129.9739752,1063.941044,381.5681094
20/10/2018 15:00,2009.190613,342.5924051,3220.333441,2058.542524,919.5878304,1038.403471,1073.737866,1747.016639,413.2921963,175.1661582,1263.174136,433.885438
20/10/2018 16:00,1777.559188,385.9191104,3172.306911,1640.309534,838.5832859,963.7720419,1028.947298,1774.378093,410.1714306,282.8194755,917.387477,386.7462908
20/10/2018 17:00,1656.284168,716.6912262,3375.881631,2281.271471,877.834706,921.0666517,1406.719836,2092.277172,435.3382166,145.8502764,1135.537927,339.0784564
20/10/2018 18:00,1510.030933,712.2913646,2781.306972,2086.904875,1022.013067,867.9621771,1380.087203,1599.469243,438.6247949,202.0962251,934.0302018,327.3751797
20/10/2018 19:00,1172.920203,383.8543136,1914.911942,1329.162309,1382.670061,839.8352141,1249.074608,2211.177596,434.0919905,113.288419,1054.482037,281.0902143
20/10/2018 20:00,994.085196,509.0625609,1708.279019,2380.478461,1375.328174,909.3375634,1271.426755,2295.546383,546.5610245,86.81450595,1117.184183,324.0614697
20/10/2018 21:00,743.9760881,840.1455102,1674.055515,2223.865503,1354.421866,845.8509367,1099.87239,2084.078683,724.9179232,68.12942644,1213.394193,297.358764
20/10/2018 22:00,509.204354,684.0882934,1394.025169,1720.204986,1320.167305,1036.184369,1488.425488,2110.000607,438.6803848,72.07856766,1223.845898,260.0761513
20/10/2018 23:00,418.6998343,710.438974,1300.125764,1977.46339,1281.629587,906.1323941,1492.708288,1852.048038,305.6640924,137.901735,1459.072512,267.5513403
21/10/2018 00:00,308.7222596,603.5976032,1226.225379,1591.244177,1541.947583,775.5566506,1301.52451,2055.492103,270.7963296,102.7189082,1888.893353,193.6784111
21/10/2018 01:00,239.917834,585.7117671,1045.835983,1992.298884,1231.224996,1205.947996,1663.661108,1937.189685,288.0163326,143.2422906,1104.943153,161.9205156
21/10/2018 02:00,184.5494212,662.5937459,1572.609272,1771.388446,1052.282364,748.0995077,1215.19518,1812.617315,314.4869624,162.281896,1058.277885,265.8837356
21/10/2018 03:00,180.740845,439.2212105,1205.862132,1578.400389,905.3574567,829.6346559,1196.677826,1517.889652,401.2807637,142.7984959,1061.166826,257.7549021
21/10/2018 04:00,134.9804344,718.5477775,1750.970423,2599.348764,870.2540283,1195.197591,1144.817635,2386.004527,443.6603614,200.0213154,732.6504357,353.8557832
21/10/2018 05:00,289.9737301,780.457033,1729.661693,3083.963114,859.3162359,1100.873018,1242.7082,1947.834573,336.5065686,176.1960342,906.2083077,306.8401774
21/10/2018 06:00,1029.357074,964.1470474,2256.1971,2737.27604,989.2905998,901.4756694,1208.269518,2016.942458,239.7446727,158.4392012,960.1282671,271.93752
21/10/2018 07:00,1284.703329,607.9890751,2608.37185,2861.497066,1253.656925,929.2349113,1256.604233,2064.025701,260.5430178,212.9435416,1002.144292,357.8784018
21/10/2018 08:00,1449.592979,819.2766105,2699.655056,1769.314307,1241.517259,777.0064116,902.4598992,1870.90864,288.6271076,354.4014497,606.3634185,652.9802794
21/10/2018 09:00,1309.724134,646.4190682,2854.883778,1382.75533,1168.629793,994.8461297,916.0566806,1856.931613,434.5963209,297.4637747,626.1656295,459.6370529
21/10/2018 10:00,1559.190203,746.6681829,3300.833764,2096.115026,1202.391444,962.8344222,832.4551844,3220.110607,558.7963698,119.9393721,744.1057514,339.5547322
21/10/2018 11:00,1621.599099,594.741409,2790.966281,2052.651665,1057.420888,1176.960543,639.3178936,2905.501018,423.977025,101.1262767,847.0175827,353.7159728
21/10/2018 12:00,1535.487877,824.8162558,3109.891135,2322.652251,1045.213695,988.9005022,650.8021056,2901.205602,340.3581269,146.7324733,810.6538111,280.5241285
21/10/2018 13:00,1652.024175,836.8457532,3312.624885,2548.262892,909.682029,815.6200892,691.439483,3246.24919,305.7426088,125.147325,907.9824532,343.9314087
21/10/2018 14:00,1561.226257,721.3697287,3081.729969,2010.507437,1024.397866,1196.17876,703.4206503,3117.239673,214.7255662,125.2100146,830.0574795,488.8855172
21/10/2018 15:00,1478.375879,697.8658233,3271.085855,1910.339238,959.0609051,1368.292623,886.7018353,2927.662866,278.6979692,117.5717044,935.0422919,336.3799751
21/10/2018 16:00,1282.642773,665.4948276,3018.57848,2924.911439,770.4711368,775.6021064,742.9033143,2261.344123,351.5765815,137.1542371,904.2364588,281.1061355
21/10/2018 17:00,1742.975613,791.8885024,3627.185882,3404.226981,479.4194707,822.1039081,603.7315858,2018.812885,364.7636238,90.38007548,958.5848808,287.3082187
21/10/2018 18:00,1850.021561,982.1354624,3347.463628,2903.989598,510.8318337,814.9697201,554.9031536,2122.490699,378.7097312,264.7688044,930.8348846,307.8348857
21/10/2018 19:00,1648.824378,976.399654,2748.880353,2974.972521,580.6266736,959.6907039,684.1263746,2236.69093,557.8635978,173.4844455,841.8381624,314.3400295
21/10/2018 20:00,1681.294268,1014.822231,2991.566162,2524.231076,673.5764412,1184.277186,813.8357004,1939.415073,554.607868,126.2769629,784.6275551,335.2461254
21/10/2018 21:00,1148.090266,992.4279016,2297.391454,2239.846395,924.6167751,1017.286127,828.5225791,2371.749912,675.4182417,80.22163451,720.7828994,316.7003348
21/10/2018 22:00,1101.125143,983.4224224,2522.45507,2621.499463,1096.147636,1157.420161,790.4968342,2316.613707,683.1520698,74.53631281,650.7990339,315.4106106
21/10/2018 23:00,896.5575784,999.6194591,2298.258943,2639.422177,905.5871783,988.3749174,906.7769081,2037.804221,859.3469214,80.26671793,632.889879,297.0516592
22/10/2018 00:00,982.2150782,756.3497447,2109.119325,2364.328641,899.9188804,973.5236164,1006.53295,2726.151841,713.8606284,118.6838795,519.8550558,245.8833988
22/10/2018 01:00,543.067958,702.8988338,1889.151465,2401.595968,882.4545107,1373.981109,1026.483733,2835.840671,507.238729,120.3302234,486.1593468,296.5561586
22/10/2018 02:00,516.8739514,739.1287518,1724.677205,2365.619973,907.0958085,1625.805294,963.2121633,1806.596339,375.4063234,121.7457217,498.8530387,299.1611566
22/10/2018 03:00,316.3654328,830.1534586,2571.86728,1766.769091,725.1957992,994.317292,714.3928601,1703.897051,475.4008779,94.12719577,416.3201584,303.8746136
22/10/2018 04:00,238.8726294,826.5460913,1138.919665,1981.328311,871.9118878,1020.152919,739.3845214,1565.768743,651.685626,76.15865445,364.369315,282.5451261
22/10/2018 05:00,356.5424874,780.7949574,1278.867369,2443.238634,607.9873517,1098.699495,831.5413212,1769.992558,447.8996683,81.89324172,363.2037851,478.4103971
22/10/2018 06:00,267.9856612,660.140922,1167.105841,2324.798165,655.7204402,993.8419328,968.603743,1891.091686,603.1093391,90.3962091,359.3085402,312.3742714
22/10/2018 07:00,381.0270237,764.0831939,1093.679153,1936.409391,828.6404908,1420.873047,954.873491,1810.713469,408.7330077,122.3136378,301.4208657,282.7803042
22/10/2018 08:00,793.8353127,558.0839306,1733.267946,1960.837142,1127.770865,1618.461863,1216.200012,1956.09008,412.156504,128.920697,504.0767286,289.8526955
22/10/2018 09:00,2540.764148,510.7501643,3294.281032,2168.199762,1004.032426,1590.681587,1352.065707,2125.111507,457.8997072,116.9928785,1006.621328,291.9537895
22/10/2018 10:00,2521.91637,647.9250917,3299.257067,2148.549283,926.7939614,1887.27745,1416.447891,1818.345492,540.6473691,85.13047741,975.2109107,192.9778854
22/10/2018 11:00,2467.164074,717.1605544,3296.218558,2292.272882,702.3426843,1476.14731,1219.137802,1837.740714,443.9441475,60.47674158,1082.184514,205.6656861
22/10/2018 12:00,2435.27276,688.6929398,3615.71895,2236.207536,681.6998861,1712.757342,1427.420945,1971.434032,543.6901368,51.82601436,1067.013691,158.1399516
22/10/2018 13:00,2085.825766,790.379619,3588.520179,2081.585837,464.2338523,1771.183991,1468.320168,1832.728847,474.1146226,116.4110176,1133.101063,160.8599846
22/10/2018 14:00,2082.368631,1055.471731,3496.16977,2463.617946,515.3206753,1278.504406,1190.752194,2429.387076,676.791573,189.5762208,1163.752792,206.4513401
22/10/2018 15:00,2371.918819,777.4030181,3726.717921,2134.411162,717.6860646,1198.349795,1108.746711,2200.475119,535.5760393,101.424505,1218.151542,164.4690733
22/10/2018 16:00,1974.910818,886.7122892,3118.314171,2222.530972,600.1047796,1188.15329,1107.886399,2042.90168,494.4300392,112.1098097,1384.047404,217.1029093
22/10/2018 17:00,1450.147023,886.6530432,2565.05493,1969.386879,496.9315057,1205.797713,1083.198724,1822.875778,517.2067654,93.61986238,1434.39045,132.1128714
22/10/2018 18:00,1165.391912,883.7510789,2672.239453,1892.291285,438.7608433,1376.634365,1165.997975,2026.615291,488.0682041,103.8648803,1437.32161,205.9022149
22/10/2018 19:00,1080.703862,859.3347975,2550.581708,2122.566596,436.6078596,1900.512581,1083.661445,1770.23044,600.6254429,116.9924681,1435.516005,159.9799306
22/10/2018 20:00,666.964619,660.4168099,2112.949454,2623.726428,432.1438494,1574.71413,1274.546597,1868.510457,460.8326732,128.568755,1521.149168,174.8813569
22/10/2018 21:00,473.8183199,664.7990584,1505.888878,2143.133454,439.6455474,1567.564991,1147.491928,1866.598894,342.4942319,112.2703753,1462.723641,160.3566312
22/10/2018 22:00,396.3267356,597.5620675,1415.125052,1900.182833,473.6138317,1484.617294,1217.384741,1674.682599,294.9806907,139.2004257,1192.028502,1690.182212
22/10/2018 23:00,312.0011399,643.0215156,1327.206748,1781.460282,497.3091626,1278.549468,1217.887751,1515.461809,248.2240091,106.6344296,1086.18875,154.1623597
