Days,L27,L28,L28,L30,L31,L32,L33,L34
16/10/2018 17:00,1062.467722,687.312717,3300.088488,3193.920644,4724.308484,7209.309186,423.9193429,960.7075842
16/10/2018 18:00,573.0105487,480.7145409,3759.581697,2147.19032,4664.692724,5670.866048,447.2704868,1429.532605
16/10/2018 19:00,428.6524979,566.7566012,4025.642419,2580.044981,4030.606858,4689.954409,769.8889764,1618.63659
16/10/2018 20:00,525.4686604,711.9327713,4064.388682,2937.784211,4829.093172,5426.368977,689.2272065,1245.433613
16/10/2018 21:00,161.137793,451.8162675,4466.093667,2499.085183,4122.45506,4765.777769,964.2869739,893.7644657
16/10/2018 22:00,195.0780933,372.3986786,3679.486069,2582.344245,3753.035917,4355.959571,451.9438869,647.5855269
16/10/2018 23:00,334.9037577,829.0785875,3171.827721,2743.797158,4346.300334,4831.239907,473.6082602,698.9366103
17/10/2018 00:00,140.6358334,515.6632364,3310.451957,3334.050285,4617.985706,5425.156083,669.0530207,908.1364043
17/10/2018 01:00,278.8196722,579.9689231,3323.830532,3616.271295,4315.031337,5329.3797,703.9169266,1213.466414
17/10/2018 02:00,155.2020723,410.2257677,3283.292704,3468.243899,3987.638134,4788.311629,834.2664717,1325.373359
17/10/2018 03:00,83.20352614,484.7085412,3159.82083,3362.306896,3832.662803,3855.764286,685.6910683,1886.767994
17/10/2018 04:00,85.49085342,866.6604508,3588.329408,3063.331582,4775.042116,3634.443486,467.1304127,1380.708517
17/10/2018 05:00,423.3617804,859.9213433,3998.467298,1392.119845,4340.384855,5486.154214,489.7786245,1128.373262
17/10/2018 06:00,787.7542694,731.539784,4438.92036,1532.895918,4763.719951,7169.491589,645.9240576,1460.04099
17/10/2018 07:00,337.1193305,808.9116026,3717.865811,1660.321324,3586.603237,5799.675841,739.5697077,1639.636807
17/10/2018 08:00,608.048474,750.5726665,3744.034765,1252.236085,3063.746671,6694.055644,944.9379037,705.5599019
17/10/2018 09:00,836.9098697,917.5880424,3802.771857,1307.656928,3843.660656,6930.059791,1163.242262,1178.09255
17/10/2018 10:00,648.2140902,969.7575053,3259.448204,1489.836103,4058.073078,5746.945099,1314.583982,889.7617584
17/10/2018 11:00,1008.726681,994.5207481,2869.833956,1239.462927,3640.433197,5294.870663,1072.100102,881.6294227
17/10/2018 12:00,1302.948048,679.7792734,2471.584233,849.6894416,3159.444998,6048.452306,923.482106,883.4176276
17/10/2018 13:00,1330.23091,900.0880818,2922.496805,1310.607775,3367.534418,6322.516842,840.6194169,1367.302081
17/10/2018 14:00,1257.376762,570.6789937,2552.198027,1128.06234,2819.519496,6597.106178,817.6326445,1461.744344
17/10/2018 15:00,1164.33152,672.2357926,2779.498243,1220.830068,3151.837796,6322.86174,956.5370785,1066.990016
17/10/2018 16:00,1549.191411,755.2223116,3512.83672,1474.778356,3226.17617,6465.069175,909.6884648,893.392981
17/10/2018 17:00,1403.412846,747.1892528,3530.137027,1677.769398,3782.603019,6980.538151,1135.626959,1526.929642
17/10/2018 18:00,984.2144465,699.4050808,3915.277431,1785.148188,4715.37047,5424.297012,971.9432972,1329.537177
17/10/2018 19:00,903.2562261,492.9417617,3685.259064,1983.979519,4257.109119,5397.24199,842.3424693,2655.505489
17/10/2018 20:00,969.2173995,428.8723936,3345.047407,2002.911418,4192.739928,5300.878186,992.1316085,2631.574143
17/10/2018 21:00,1064.442754,449.6361494,3466.099027,1829.359129,3900.383328,5038.486196,1209.997052,2580.394953
17/10/2018 22:00,760.6612354,610.273735,3041.796688,1633.809477,3816.824224,5452.565668,1160.528069,2274.651821
17/10/2018 23:00,648.319337,774.6928158,2919.914692,1418.312626,4216.937474,4182.635336,1082.707008,2386.788797
18/10/2018 00:00,586.53122,687.8610338,2598.077545,1673.947191,4460.537159,3688.268014,941.5514323,2343.912724
18/10/2018 01:00,632.9970379,678.6434135,2877.862682,2351.758904,3929.276642,4092.268388,861.9906115,1956.156701
18/10/2018 02:00,547.3388022,591.7155305,2804.902477,1742.573035,3903.278398,3793.921081,874.7915484,1576.765838
18/10/2018 03:00,463.5910198,713.6643186,2626.579165,1738.534812,3940.807555,3815.482788,1033.923511,1232.857971
18/10/2018 04:00,433.7781393,817.2173047,2517.087125,2133.822197,3994.813942,4267.251396,1533.875449,1055.389725
18/10/2018 05:00,483.2915994,780.7146582,2753.749785,1238.208102,4290.317503,4527.233798,1614.689156,843.3528373
18/10/2018 06:00,556.7959302,567.4166815,2734.923681,1998.734313,4033.183829,5145.534315,1345.390856,709.5517455
18/10/2018 07:00,486.0622456,809.9896204,3365.765804,1914.10992,4213.820465,5269.184419,1135.843073,950.4244397
18/10/2018 08:00,373.8721873,618.9971652,3581.025402,1521.752853,4123.740405,4604.624459,764.7818331,871.7568334
18/10/2018 09:00,344.5576688,548.8770072,2797.228641,1440.586832,3423.686477,4226.323281,811.9366736,1143.40441
18/10/2018 10:00,471.4291078,582.2010357,2945.431044,1632.7141,4094.906666,3933.829275,718.6613475,1119.622583
18/10/2018 11:00,309.2207331,723.8155899,2624.711997,1811.224912,3854.295898,3826.16833,1001.030981,707.7863139
18/10/2018 12:00,320.7605309,662.8206516,2487.36205,1439.683982,3273.939377,3821.443193,1156.321659,1084.07393
18/10/2018 13:00,422.1338283,837.942957,2724.110097,1696.752771,4015.351889,4809.879918,704.180653,1592.926837
18/10/2018 14:00,638.6631329,934.0484772,2644.287939,1049.12021,4242.389756,4559.572763,788.7833183,949.2120359
18/10/2018 15:00,694.6805079,926.9341069,3110.054494,1264.817498,4235.991288,4157.42303,755.6232567,1361.275338
18/10/2018 16:00,583.4536437,1105.506558,2821.225751,1596.71907,4162.714692,4162.135693,681.0012907,1233.347677
18/10/2018 17:00,296.3791963,750.3737784,3053.504495,2151.273162,4257.507543,3337.651769,777.4725992,1119.454249
18/10/2018 18:00,207.8895806,832.9781196,3231.484199,1430.205316,4835.977113,3331.084553,818.9594532,1221.372946
18/10/2018 19:00,199.4644648,698.8975545,3272.032277,2107.148087,4271.51978,3557.460966,920.0842816,1079.661613
18/10/2018 20:00,281.0158882,690.6362498,3097.15172,1910.587513,5610.48864,3674.349815,1151.912791,1269.281343
18/10/2018 21:00,492.04514,686.0159106,3170.547493,1711.951655,5457.232713,3702.663615,973.9599457,938.8585311
18/10/2018 22:00,570.0945022,657.2516205,2700.780376,1286.580246,4348.691898,2827.892866,778.4675571,643.3308018
18/10/2018 23:00,404.5460237,578.9751834,2300.529344,1727.10479,5784.450685,2515.44672,596.8041513,1649.44793
19/10/2018 00:00,455.3463522,434.7998811,2014.642444,1839.228572,5739.172414,2912.756631,518.2326929,1649.665323
19/10/2018 01:00,491.3641813,453.4802065,2542.844741,2173.939494,6258.118144,2791.056913,626.6224529,1763.48642
19/10/2018 02:00,374.9693882,228.6565533,2476.485978,2182.279124,5334.790035,2613.507353,766.8082635,1973.081315
19/10/2018 03:00,509.6931947,214.2855622,2584.046518,1914.561212,4202.74407,2540.144602,579.1725546,1632.89556
19/10/2018 04:00,410.5025212,524.4661097,2253.473613,1686.977286,4354.217168,2200.942839,576.1335274,1632.753765
19/10/2018 05:00,198.9942904,510.1145201,2034.369507,1628.419489,4947.509769,2302.440949,610.2876896,1819.813202
19/10/2018 06:00,157.6276494,194.9179698,1790.59426,1613.923812,5089.07363,2128.884457,438.872767,2035.022132
19/10/2018 07:00,192.9550775,248.2408408,2610.442608,1327.036254,5568.401773,2124.578281,347.5635488,1506.86286
19/10/2018 08:00,168.1548175,309.1503464,2378.569999,1157.305287,5311.99997,2142.753647,283.9200487,1009.107612
19/10/2018 09:00,185.5234562,507.9312459,2011.178629,1413.669462,5315.81753,1953.852148,362.7609134,995.3825405
19/10/2018 10:00,187.4240961,502.2942555,1767.740977,1540.926964,4977.474609,1876.299199,431.3668641,1184.92887
19/10/2018 11:00,192.3375503,481.9110507,3352.228148,1718.812523,5548.318085,1995.535139,315.4077257,2064.356176
19/10/2018 12:00,407.9536737,692.8021437,3318.021889,1836.098788,5499.249531,2461.66446,334.15828,2502.230806
19/10/2018 13:00,306.8732042,657.9586774,2384.644368,1630.147737,5086.128669,2540.703183,540.0194961,1840.469422
19/10/2018 14:00,144.3236505,680.7614806,2244.130187,1607.95958,5916.009998,3298.738242,514.3834376,2238.901339
19/10/2018 15:00,236.0288832,831.938609,2011.422465,1270.904182,4831.953505,3234.234909,660.4451272,2345.758937
19/10/2018 16:00,212.1551226,841.1148765,1946.711146,1295.75852,5184.20428,2624.182059,619.9750166,2319.635659
19/10/2018 17:00,281.9290457,762.9031336,2164.132886,1414.206817,4969.52166,2811.039357,437.4885078,1932.657991
19/10/2018 18:00,259.8422025,688.9531305,1936.320554,1669.783829,4866.536151,4025.506291,435.1570736,1578.006195
19/10/2018 19:00,442.8862227,367.9520422,2221.470013,1577.962933,4192.524034,3749.321116,497.7952357,1741.463363
19/10/2018 20:00,509.2014217,738.0041227,2259.521981,1536.559414,4284.732306,3571.084322,508.5592041,1677.728077
19/10/2018 21:00,667.1242922,536.2980113,2566.198332,1663.083473,5100.122416,3890.135837,401.4315189,2007.395922
19/10/2018 22:00,731.303551,463.9927476,2291.055942,1564.107376,4823.542695,3217.780988,504.5866028,2455.25406
19/10/2018 23:00,654.8969538,782.5031657,2312.008936,1447.568069,4943.494687,3444.948998,522.1829483,2267.959654
20/10/2018 00:00,722.9136817,870.1495538,2361.131041,1350.655786,5552.565027,2890.720651,491.4371869,2557.079656
20/10/2018 01:00,619.0358562,371.4605489,2201.5088,1246.82271,4501.989303,3524.060514,391.387588,2440.016224
20/10/2018 02:00,543.7305553,579.5478774,2004.91246,1175.178281,4123.056763,3263.300294,308.0197079,1709.548125
20/10/2018 03:00,587.5880787,601.9173488,3021.060918,1157.482033,4518.414141,2935.507841,391.9896053,1640.188015
20/10/2018 04:00,870.9627931,463.1056611,2242.106012,1374.905767,3714.284407,2655.546067,503.3695268,2162.208324
20/10/2018 05:00,788.5058583,479.9017592,2184.307582,1708.610382,3630.506195,2905.168345,591.4916907,2256.58962
20/10/2018 06:00,667.2332955,440.2054267,2462.645239,1652.071304,4113.333704,3395.879924,712.2396233,2342.737991
20/10/2018 07:00,686.6020621,578.4004631,2789.402397,1257.891043,3588.931137,3249.719003,765.2720605,1820.161512
20/10/2018 08:00,577.9909564,559.7354394,2655.014002,1338.922297,4141.232228,3339.466408,744.5410438,1623.988176
20/10/2018 09:00,1064.747771,412.9297225,3190.118957,1073.628394,4011.148787,3879.046346,761.8329451,2212.131669
20/10/2018 10:00,1428.846433,627.3939024,3633.823735,1244.712357,4628.770029,3863.544778,732.8322536,1771.106906
20/10/2018 11:00,1597.528296,708.8217925,3279.931876,1103.042395,3739.082949,3002.413764,733.4913435,1677.764842
20/10/2018 12:00,1770.136541,663.8693214,3728.622684,1251.936721,3911.957422,3173.27676,781.0935419,1698.48479
20/10/2018 13:00,2160.142696,566.4717478,3801.793776,1776.63091,4409.176884,3951.958255,744.3218898,1966.283292
20/10/2018 14:00,2202.057499,466.5555985,3823.542073,1558.415652,3963.145339,3659.905672,656.1524974,2151.446003
20/10/2018 15:00,2020.31573,342.0454873,3348.063379,2024.903023,4380.238917,3951.721073,929.4872743,2024.732818
20/10/2018 16:00,1781.832353,381.2314913,3350.591545,1612.302559,4298.901635,3813.639098,876.1124961,1486.157297
20/10/2018 17:00,1648.864321,712.0756769,3362.577669,1930.062177,4533.03404,3276.7108,836.8745002,1897.170401
20/10/2018 18:00,1517.726119,706.9693816,2998.004707,1817.228281,4618.440424,2698.066742,995.2103139,1822.828056
20/10/2018 19:00,1171.238845,385.3449203,2603.304561,1722.076377,4041.4065,2612.198153,998.53805,2556.035194
20/10/2018 20:00,999.1818073,507.6763428,2430.375551,2457.270834,4677.874652,3007.293808,676.5823895,2592.887594
20/10/2018 21:00,744.5510068,833.5792803,1963.162399,1963.543009,4563.127791,3137.678865,765.5505117,2398.086197
20/10/2018 22:00,512.2479218,680.7083093,1781.801575,1712.489172,4069.993842,3384.699985,664.5076109,2295.01836
20/10/2018 23:00,414.5043658,705.9084208,1694.123562,1608.987324,4476.905505,3407.55181,541.976865,2257.146328
21/10/2018 00:00,316.2316626,598.5133084,1734.104156,1550.437851,3578.994141,2982.466573,512.3750409,2402.92443
21/10/2018 01:00,241.5338412,587.7446256,2207.584453,1249.619995,4260.731961,3006.911274,616.2655624,2084.171805
21/10/2018 02:00,185.6301857,653.956478,1830.521326,1577.594404,4730.750874,3815.926969,475.7729826,1535.523142
21/10/2018 03:00,175.5578846,436.6938492,1634.008441,1292.985372,5116.715638,3680.660981,667.3078755,1411.492455
21/10/2018 04:00,138.7609665,713.9029349,1560.31202,2035.107514,4915.078145,4048.53076,730.3608216,1667.464543
21/10/2018 05:00,289.7369868,777.1252863,1933.635173,2226.991873,4906.137468,4893.224549,436.7757094,1612.367793
21/10/2018 06:00,1039.141511,965.4535218,2400.447336,1156.469389,5170.063006,4091.174352,724.8269869,1815.709831
21/10/2018 07:00,1287.121734,604.6306334,2852.868203,2567.593448,4128.297599,3483.893007,829.5256475,2071.287827
21/10/2018 08:00,1450.095804,819.5173533,2922.157088,1028.160484,3813.824195,3031.243924,655.4860351,2095.057362
21/10/2018 09:00,1308.079317,642.5774505,2917.734532,1373.488873,4166.521923,3295.001787,509.2674096,1937.635853
21/10/2018 10:00,1563.321888,747.8302885,3322.417737,2058.564519,4791.860402,4138.258663,391.0018328,3235.779783
21/10/2018 11:00,1621.580806,583.5922575,3385.816104,1173.720475,3700.917554,2593.307058,387.8127184,2839.481178
21/10/2018 12:00,1539.11686,825.4832251,3225.603425,1632.026499,4515.567873,3056.528555,433.1616527,2975.526866
21/10/2018 13:00,1652.133209,838.6385115,3311.442609,1331.810667,4799.885529,3122.915139,447.1220589,3462.036064
21/10/2018 14:00,1563.47375,716.1132061,3665.045823,1466.91096,3892.645601,3098.683387,478.6790593,2870.426679
21/10/2018 15:00,1482.151239,702.1678145,3869.336411,1739.414841,4155.179189,3210.581102,554.5798971,2321.444652
21/10/2018 16:00,1288.350923,660.3332913,3378.52153,1797.681148,4146.048436,2625.367142,586.6081894,1717.060405
21/10/2018 17:00,1740.510945,788.4375932,3898.202619,2528.648946,3775.143065,2346.634312,424.6181113,1238.035334
21/10/2018 18:00,1851.074046,980.5012269,4032.588834,1952.200407,4664.877813,2947.783626,444.8814744,1186.185631
21/10/2018 19:00,1656.007922,969.5699401,3215.323714,1453.077918,4527.511202,2953.990557,471.4076775,1340.256407
21/10/2018 20:00,1690.162106,1014.729055,3634.166199,1498.655659,5062.414472,3311.490827,430.9549151,1578.215203
21/10/2018 21:00,1148.052865,985.6652947,2782.996709,1308.802403,4775.501823,3500.453094,370.4881896,2107.397378
21/10/2018 22:00,1108.843029,983.2225209,2789.917422,1529.018043,4928.055665,3142.913559,358.5124265,2095.793651
21/10/2018 23:00,900.7144908,997.1155838,3035.172825,1090.60937,4997.387594,3695.210468,495.4611591,1853.676944
22/10/2018 00:00,975.8289341,747.4506948,2791.541106,959.5867847,4431.44503,3511.84918,803.8539695,2252.030017
22/10/2018 01:00,544.4310076,700.8880394,2557.111712,1270.199495,5586.307368,4121.991205,851.9941848,2464.298212
22/10/2018 02:00,515.4153167,737.2197308,2338.08355,984.8863835,3906.022007,3840.941785,610.0297948,1808.661688
22/10/2018 03:00,324.3429382,828.2779877,2444.121722,1063.876083,4915.349801,4342.691216,339.7927624,1888.195073
22/10/2018 04:00,239.042899,828.5295037,2242.364462,840.8387283,4559.93556,3590.068374,360.8430192,1902.486916
22/10/2018 05:00,360.6751577,771.8567624,2090.23527,1280.730904,4855.701088,3330.185433,444.7191071,1666.699999
22/10/2018 06:00,268.0041437,657.2193496,1806.108837,1384.637153,5126.756916,3488.912697,539.155093,1746.597727
22/10/2018 07:00,377.7335966,773.6872763,1795.294728,733.1543573,3788.105922,3057.54659,538.6054963,1896.782836
22/10/2018 08:00,794.4803492,556.8284989,2640.399204,1007.8108,4828.692743,3041.808362,841.7579832,2416.991704
22/10/2018 09:00,2549.078807,508.0542994,4471.947793,843.0229842,4096.667292,2352.114087,703.9602152,2397.225633
22/10/2018 10:00,2530.299044,646.5654054,4785.088521,923.4526657,4212.859841,2534.698275,928.2120903,2153.421071
22/10/2018 11:00,2472.185828,706.5377624,4532.77395,963.853837,4585.594919,2898.373624,648.7570322,1826.959468
22/10/2018 12:00,2436.068078,690.5540097,4561.850754,890.8538173,4619.740316,3285.908198,683.7919696,1974.920028
22/10/2018 13:00,2089.605411,789.7521451,4191.57135,837.1332358,4937.284388,3367.383804,759.5914717,1592.742245
22/10/2018 14:00,2087.019016,1057.558891,4365.058578,1289.414384,4593.274032,3660.925488,605.68527,1746.613417
22/10/2018 15:00,2386.051188,773.949761,4863.159943,1126.224657,4274.232279,3162.60836,541.4545771,1550.623782
22/10/2018 16:00,1975.894429,880.5176028,4057.629421,998.2760174,4502.085683,3186.662992,495.5657886,1249.75013
22/10/2018 17:00,1453.32242,880.1940309,3447.066913,1124.921684,4558.554733,2634.12446,653.5090923,1442.682759
22/10/2018 18:00,1171.26738,888.187649,2975.752913,1033.004522,4432.642048,3056.808963,640.2742706,1635.614559
22/10/2018 19:00,1081.14635,851.3616395,2931.607383,1094.156645,4759.344914,4322.521903,356.4808131,1418.833076
22/10/2018 20:00,672.7520286,662.5550353,2691.346194,1300.672666,5403.174364,4222.780083,380.7851405,1535.26976
22/10/2018 21:00,473.3798322,660.5842481,2257.493632,1045.485806,5024.317273,3607.797723,369.7439331,1479.667431
22/10/2018 22:00,401.4319371,597.4544813,2079.255066,1112.424279,4688.701557,2994.627251,481.2933576,1326.582939
22/10/2018 23:00,311.6860013,639.0680707,1742.565435,1514.055694,4135.701533,3057.300159,438.6419912,1162.822592
23/10/2018 00:00,359.0725098,534.1624613,1731.700037,1225.613255,3705.498108,2583.639146,429.2742828,1033.876525
23/10/2018 01:00,313.3691738,958.0843885,1713.176177,1302.203937,3910.975547,2972.811954,708.7844846,917.2782033
23/10/2018 02:00,241.4607487,1015.086071,2054.525549,1593.345568,4192.816395,2910.631379,726.300525,994.2718511
23/10/2018 03:00,133.0956887,776.3749266,1616.267473,1665.383282,3753.024817,2625.315546,670.9280449,893.743533
23/10/2018 04:00,91.71726201,687.0162269,1433.023206,1258.490097,4081.891156,2881.402634,1223.340229,748.7528434
23/10/2018 05:00,90.69354315,769.9420882,1851.873336,945.3307324,4207.983971,2584.204031,1128.125987,679.5809313
23/10/2018 06:00,61.64477006,766.6572326,1796.508931,803.548329,4925.949905,2823.585552,1119.323675,977.5378726
23/10/2018 07:00,51.61298541,597.1194684,1818.891971,703.3103694,4361.020995,2987.899426,1286.990576,881.7864538
23/10/2018 08:00,64.39861122,800.3692327,1837.466611,610.6834386,4427.745747,3963.061099,1093.99193,765.9974951
23/10/2018 09:00,1113.144385,874.3828315,2940.803441,714.5891204,4612.612596,4064.163227,855.1448223,862.4421162
23/10/2018 10:00,1840.573717,703.1073036,3198.929596,813.7841597,3849.020233,3241.87677,898.0997027,971.3357191
23/10/2018 11:00,2344.245147,664.4785063,3934.237672,864.5136905,3779.87482,3634.198605,895.3018233,895.6995382
23/10/2018 12:00,2436.057765,564.8443348,4294.869416,694.7067496,4171.961302,3624.368669,1000.681175,538.7007245
23/10/2018 13:00,2429.129951,299.559433,4859.218672,772.2901499,3990.514343,3334.104054,933.802327,1810.000796
23/10/2018 14:00,2509.896138,258.1950006,4680.354889,1136.952925,3947.631072,3343.533245,614.6637113,4058.608896
23/10/2018 15:00,2244.342874,478.1386811,4183.983159,1062.333278,3879.819468,3783.515724,690.5180411,2658.420271
23/10/2018 16:00,1866.797008,625.8094535,3300.253249,997.9552412,4690.855038,4023.582398,721.0635083,3876.946294
23/10/2018 17:00,1617.830228,886.6198909,3312.868056,893.7854535,4908.192026,3980.604511,619.9129666,3388.039608
23/10/2018 18:00,1029.798742,932.714385,2824.193254,973.9983543,4627.896603,4976.448104,806.2871934,3689.103667
23/10/2018 19:00,810.8090684,899.2997036,2402.401966,947.4033706,4356.29496,5124.98483,880.6363965,3395.502389
23/10/2018 20:00,981.1310199,718.8612015,2613.348773,994.8522372,4682.330756,2876.39256,955.3338145,4165.617236
23/10/2018 21:00,967.8177645,632.3087901,2261.837393,884.3998242,4789.838832,5182.193653,933.7043739,3107.488118
23/10/2018 22:00,870.4138715,817.2244105,2237.330079,802.8483708,4317.877706,3095.455315,774.5566022,1810.995948
23/10/2018 23:00,733.4742962,896.7483286,2065.343249,943.7925892,4046.645993,2662.671028,1008.36582,1363.712428
24/10/2018 00:00,697.2840036,969.9019602,2046.620346,858.4754361,4370.345742,3523.237899,1028.739094,1255.504939
24/10/2018 01:00,665.6913589,1190.52355,2023.581412,1070.024858,4662.21644,3060.258505,1115.081603,2055.588218
24/10/2018 02:00,678.0947746,1157.721703,2027.394261,1328.325306,4435.670684,2831.904506,1238.136728,3561.12213
24/10/2018 03:00,543.7037437,1085.346092,1751.094083,1061.800221,5040.82632,2769.713078,1206.217296,2598.243225
24/10/2018 04:00,468.0313802,957.9192564,1790.985344,1358.640858,4140.250522,2491.506805,1338.567034,1508.857326
24/10/2018 05:00,402.5260296,976.2491395,1750.668574,1028.065712,4633.693045,2872.485095,1843.248591,1134.954486
24/10/2018 06:00,375.1464059,971.9204673,2030.742326,1069.869242,4441.000465,4296.705396,1991.293462,939.4080001
24/10/2018 07:00,332.4588769,834.5827147,1551.6796,1207.835776,3430.307448,4139.022472,2123.684642,827.9687454
24/10/2018 08:00,215.0320818,967.0318197,1908.718272,1316.659742,3398.051081,5447.260576,2133.494828,828.3126299
24/10/2018 09:00,228.1602268,980.5409867,2154.29782,1378.085236,3556.093397,3324.469297,2014.757938,1017.976259
24/10/2018 10:00,256.0458244,999.8159177,2466.588993,1530.572616,4123.688803,3315.905622,1920.443065,2113.697722
24/10/2018 11:00,291.1970099,1065.088454,2521.437794,1690.072534,4206.681155,3218.424028,2261.907412,2904.417429
24/10/2018 12:00,309.6687086,661.3640817,2447.809249,1682.774653,4231.005102,5717.125424,1801.179573,2269.278509
24/10/2018 13:00,493.6043752,739.9827113,3001.621687,1882.259831,4036.322064,4653.499777,1153.578995,1648.190351
24/10/2018 14:00,759.7045583,876.303333,3916.734159,1970.968569,4987.06424,4212.759044,1339.842939,1284.24516
24/10/2018 15:00,847.9900457,846.1333526,3509.424239,2317.125255,4468.464315,4099.827929,1482.711753,1162.464392
24/10/2018 16:00,986.3172957,1246.044468,3367.567549,2157.528046,4040.481683,3563.03838,1041.251217,1037.671501
24/10/2018 17:00,721.600106,984.3714299,2767.776843,2360.960773,4653.037311,3656.972414,1694.805276,1186.590912
24/10/2018 18:00,561.6558702,994.3546524,3412.704373,2187.53831,4868.50114,3529.059629,1449.493985,1311.680737
24/10/2018 19:00,406.7671772,757.274718,3286.9771,2045.233389,3659.691036,4059.028994,2055.894038,1417.077281
24/10/2018 20:00,1.778523444,3.13666195,1503.511163,2086.643712,2458.463037,4726.849758,3621.598751,3219.053477
24/10/2018 21:00,8.366656866,1.519037324,1158.005311,2328.173764,2873.698626,4450.898204,2789.844138,2995.728863
24/10/2018 22:00,0.016124411,6.109621909,1191.251876,2264.414212,2784.178407,5799.474907,2261.439673,3209.602892
24/10/2018 23:00,25.80168901,111.1742223,1429.003584,2199.326955,3033.706884,4940.95162,2090.731563,2879.480564
25/10/2018 00:00,130.3281309,951.5408693,2858.822283,2925.580966,4096.144583,3283.236336,1307.253152,752.9227027
25/10/2018 01:00,256.0235056,721.6453043,2474.046627,2850.971948,4229.694228,4634.256551,2042.929982,921.190995
25/10/2018 02:00,368.1828008,861.6482398,2503.084404,3069.394263,4112.902065,4319.29244,2420.430756,878.5033264
25/10/2018 03:00,372.119983,658.7644905,2140.524559,2360.905622,3725.325302,3889.536303,1380.56712,814.1732725
25/10/2018 04:00,396.3312278,669.4739217,1777.703871,2494.345039,4085.828296,3430.289074,1504.304162,846.3295655
25/10/2018 05:00,218.2810056,759.1422604,1659.03728,2400.66669,3520.945342,2902.653389,1454.017982,1296.873157
25/10/2018 06:00,117.0437854,741.033349,1607.057057,2240.908848,4135.69775,3646.794819,1336.791394,932.7983351
25/10/2018 07:00,238.9861722,985.0108832,1888.960991,2365.458031,3247.508038,5467.786426,1227.385147,1150.380336
25/10/2018 08:00,310.1148868,678.3962887,1810.027792,2201.310443,3210.619039,3902.118006,1454.94796,975.9587432
25/10/2018 09:00,336.7243609,846.9481559,1966.486941,2667.0129,3100.678176,6187.795645,1613.649343,1173.67239
25/10/2018 10:00,406.501231,826.7823096,1649.779276,2568.449284,2985.402489,5499.953316,1600.065232,1200.791632
25/10/2018 11:00,415.0581237,753.0598137,1851.887435,2513.268884,3647.374426,4248.100457,1585.05433,871.6105172
25/10/2018 12:00,544.8559123,539.9276631,1391.74901,2348.341581,3209.311366,3098.817378,1020.148544,505.9096292
25/10/2018 13:00,902.1948448,696.4804261,1430.039883,2451.197855,3107.409411,3634.433942,851.271117,680.2704887
25/10/2018 14:00,1569.541648,771.6299663,1153.933307,2527.072642,3155.261996,4595.016916,1421.140564,682.0585337
25/10/2018 15:00,2287.506001,668.3163182,1090.665662,2479.183616,2568.733593,6158.901857,1171.55986,749.5779934
25/10/2018 16:00,2369.447079,674.2604004,1211.257744,2686.35489,3318.323582,6329.971417,1040.660926,1080.008419
25/10/2018 17:00,2007.239861,568.5272895,1259.871188,2772.763047,3322.517109,6162.908309,976.9781708,968.5330319
25/10/2018 18:00,2116.01759,659.0166723,1505.177478,2835.648451,3104.987233,5178.701965,1132.990131,749.0294507
25/10/2018 19:00,1726.800181,456.0998216,1566.477816,2697.013547,3005.075759,6182.105456,1105.273087,795.1658612
25/10/2018 20:00,1761.422049,429.3395959,1433.356652,2378.484764,3482.13431,5403.359219,1230.630044,702.8859368
